ATF	1.0
31	41
"Checksum_ImageFile=9af1db4c0f1930d680dfd2d4245ca79b"
"Checksum_ResultFile=f22e1e59b8203700516803ce3223a004"
"Type=Mapix Results 2"
"DateTime=2021/04/15 19:23:11"
"ConfigFile="
"GalFile=L:\RPPA Service\Platform_Projects\2021-02-09_JPL_CoV-Array-7\64 pad grid.gal"
"PixelSize=5"
"Wavelengths=785, 670"
"ImageFiles=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.tif, L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA01161_FastGreen\Joseph_2021-04-06_14h19m00_5µm.tif"
"GrinddingParameters=Find mode = Grid + Blocks + Spots | Max. diameter (% Dth) = 200.0 | Min. diameter (% Dth) = 50.0 | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.jpg"
"RatioFormulations=W2/W1 (670/785)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=3680, 2560"
"ImageSize=17760.0, 71040.0"
"JpegOrigin=4615, 2705"
"JpegBrightness=30"
"JpegContrast=79"
"JpegBalance=28"
"Creator=Mapix 9.0.0"
"Scanner=ir710IVD IR0H8_IVD 717045"
"Temperature=32.8"
"Comment="
"Velocity=35 l/s"
"LaserPower=20.0, 5.0"
"PMTGain=0, 10"
"BatchFilename=L:\RPPA Service\InnooScan\Batch methods\CoV_Array image_processing.mbt"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"ID"	"F670 Median - B670"	"F670 Mean - B670"	"F670 Total Intensity"	"F785 Mean"	"F785 Median"	"F785 SD"	"F785 |log Mean/Median|"	"F785 CV"	"B785"	"B785 Mean"	"B785 Median"	"B785 SD"	"B785 |log Mean/Median|"	"B785 CV"	"% > B785+1SD"	"% > B785+2SD"	"F785 % Sat."	"F785 Median - B785"	"F785 Mean - B785"	"F785 Total Intensity"	"SNR 785"	"ExcludedMean 785"	"ExcludedMedian 785"	"Ratio of Medians (670/785)"	"Ratio of Means (670/785)"	"Median of Ratios (670/785)"	"Mean of Ratios (670/785)"	"Ratios SD (670/785)"	"Sum of Medians (670/785)"	"Sum of Means (670/785)"	"Log Ratio (670/785)"	"Rgn Ratio (670/785)"	"Rgn R2 (670/785)"
25	5	2	6041.00	30214.00	156.05	0	Spot (Block25, Row2, Column5)	12376.00	14836.52	16892600.00	124.33	109.00	35.35	0.06	0.28	108.00	137.34	108.00	125.79	0.10	0.92	0.00	0.00	0.00	1.00	16.33	83179.00	-0.10	128.11	110.00	12376.00	908.36	0.00	0.00	0.00	12377.00	14852.85	13.60	0.87	0.76
25	6	2	6336.00	30215.00	144.35	0	Spot (Block25, Row2, Column6)	55100.00	54872.84	37225780.00	128.59	127.00	15.00	0.01	0.12	112.00	187.41	112.00	227.69	0.22	1.21	0.00	0.00	0.00	15.00	16.59	73295.00	-0.26	130.82	127.00	3673.33	3308.04	0.00	0.00	0.00	55115.00	54889.42	11.84	0.27	0.07
25	7	2	6631.00	30214.00	142.35	0	Spot (Block25, Row2, Column7)	55158.00	52662.59	34798124.00	118.63	108.00	26.56	0.04	0.22	111.00	123.45	111.00	42.83	0.05	0.35	17.00	0.00	0.00	-3.00	7.63	65482.00	-0.11	122.01	109.00	-18386.00	6904.93	0.00	0.00	0.00	55155.00	52670.21	100000.00	0.44	0.20
25	8	2	6931.00	30215.00	250.75	0	Spot (Block25, Row2, Column8)	24342.50	26503.70	67091000.00	107.94	108.00	12.84	0.00	0.12	111.00	115.00	111.00	21.32	0.02	0.19	2.00	0.00	0.00	-3.00	-3.06	196240.00	-0.33	112.48	112.00	-8114.17	-8669.26	0.00	0.00	0.00	24339.50	26500.65	100000.00	0.86	0.74
25	1	3	4836.00	30515.00	150.20	0	Spot (Block25, Row3, Column1)	55780.00	55770.76	40626336.00	142.98	108.00	84.07	0.12	0.59	106.00	235.05	106.00	572.89	0.35	2.44	0.00	0.00	0.00	2.00	36.98	88649.00	-0.16	153.97	107.50	27890.00	1508.04	0.00	0.00	0.00	55782.00	55807.74	14.77	0.04	0.00
25	2	3	5136.00	30515.00	134.65	0	Spot (Block25, Row3, Column2)	55740.50	49402.54	29006736.00	97.90	97.00	12.92	0.00	0.13	105.00	286.94	105.00	1655.28	0.44	5.77	0.00	0.00	0.00	-8.00	-7.10	47973.00	-0.11	104.82	109.50	-6967.56	-6962.11	0.00	0.00	0.00	55732.50	49395.44	100000.00	0.85	0.72
25	3	3	5418.00	30509.00	145.55	0	Spot (Block25, Row3, Column3)	11371.00	12221.09	12688860.00	118.53	108.00	26.62	0.04	0.22	107.00	693.94	107.00	2747.34	0.81	3.96	0.00	0.00	0.00	1.00	11.53	68391.00	-0.21	111.41	106.00	11371.00	1060.07	0.00	0.00	0.00	11372.00	12232.62	13.47	0.88	0.78
25	4	3	5728.00	30512.00	141.75	0	Spot (Block25, Row3, Column4)	55468.00	50755.36	33087612.00	591.92	111.00	1198.43	0.73	2.02	107.00	214.79	107.00	550.54	0.30	2.56	15.00	13.00	0.00	4.00	484.92	322007.00	0.69	672.08	114.00	13867.00	104.67	18.94	26.42	0.25	55472.00	51240.29	13.76	0.25	0.06
25	5	3	6034.00	30515.00	133.55	0	Spot (Block25, Row3, Column5)	55122.00	52531.57	30528324.00	104.24	105.00	12.41	0.00	0.12	109.00	163.64	109.00	238.89	0.18	1.46	0.00	0.00	0.00	-4.00	-4.76	50554.00	-0.25	106.82	103.00	-13780.50	-11024.59	0.00	0.00	0.00	55118.00	52526.80	100000.00	0.73	0.54
25	6	3	6336.00	30515.00	142.95	0	Spot (Block25, Row3, Column6)	34393.50	34733.57	25267472.00	428.63	355.00	364.90	0.08	0.85	116.00	201.43	116.00	227.19	0.24	1.13	50.00	24.00	0.00	239.00	312.63	239174.00	1.00	427.46	201.00	143.91	111.10	66.25	67.90	0.13	34632.50	35046.20	7.17	0.88	0.78
25	7	3	6634.00	30524.00	137.55	0	Spot (Block25, Row3, Column7)	54991.00	48519.52	29886340.00	127.94	114.00	38.21	0.05	0.30	111.00	135.72	111.00	99.04	0.09	0.73	5.00	0.00	0.00	3.00	16.94	64737.00	-0.08	132.62	114.00	18330.33	2864.41	0.00	0.00	0.00	54994.00	48536.46	14.16	0.56	0.31
25	8	3	6934.00	30513.00	144.85	0	Spot (Block25, Row3, Column8)	45852.00	43124.70	30805064.00	133.67	116.00	41.11	0.06	0.31	111.00	114.71	111.00	22.56	0.01	0.20	33.00	26.00	0.00	5.00	22.67	76593.00	0.84	132.95	116.00	9170.40	1902.27	0.00	0.00	0.00	45857.00	43147.37	13.16	0.79	0.62
25	1	4	4832.00	30812.00	139.10	0	Spot (Block25, Row4, Column1)	56009.00	52017.36	32741312.00	551.23	111.00	1113.58	0.70	2.02	110.00	308.21	110.00	722.04	0.45	2.34	14.00	12.00	0.00	1.00	441.23	293254.00	0.34	569.18	108.00	56009.00	117.89	20.10	28.10	0.25	56010.00	52458.59	15.77	0.23	0.05
25	2	4	5133.00	30814.00	154.45	0	Spot (Block25, Row4, Column2)	19676.50	20212.64	19507284.00	173.83	130.00	83.66	0.13	0.48	112.00	470.80	112.00	2141.06	0.62	4.55	0.00	0.00	0.00	18.00	61.83	113688.00	-0.14	166.92	124.00	1093.14	326.88	0.00	0.00	0.00	19694.50	20274.48	10.09	0.86	0.73
25	3	4	5432.00	30812.00	146.50	0	Spot (Block25, Row4, Column3)	56028.50	54776.91	37798964.00	2536.10	113.00	5614.78	1.35	2.21	113.00	714.25	113.00	2762.48	0.80	3.87	17.00	15.00	0.00	0.00	2423.10	1491228.00	0.66	2802.67	108.50	100000.00	22.61	4.99	14.13	0.45	56028.50	57200.01	100000.00	0.08	0.01
25	4	4	5718.00	30814.00	145.60	0	Spot (Block25, Row4, Column4)	55683.00	54323.98	37029852.00	107.95	106.00	12.22	0.01	0.11	109.00	236.99	109.00	1183.70	0.34	4.99	0.00	0.00	0.00	-3.00	-1.05	62289.00	-0.11	114.98	112.50	-18561.00	-51895.73	0.00	0.00	0.00	55680.00	54322.94	100000.00	0.56	0.32
25	5	4	6048.00	30802.00	226.10	0	Spot (Block25, Row4, Column5)	1907.50	2414.11	18685204.00	101.99	102.00	9.36	0.00	0.09	109.00	519.88	109.00	1976.96	0.68	3.80	0.00	0.00	0.00	-7.00	-7.01	149320.00	-0.21	101.32	102.00	-272.50	-344.60	0.00	0.00	0.00	1900.50	2407.11	100000.00	0.48	0.23
25	6	4	6348.00	30816.00	170.45	0	Spot (Block25, Row4, Column6)	48616.00	45126.90	45205364.00	145.36	111.00	73.62	0.12	0.51	113.00	134.23	113.00	56.36	0.07	0.42	27.00	18.00	0.00	-2.00	32.36	117887.00	0.20	147.92	119.00	-24308.00	1394.53	0.00	0.00	0.00	48614.00	45159.26	100000.00	0.66	0.44
25	7	4	6645.00	30811.00	145.50	0	Spot (Block25, Row4, Column7)	34363.00	35081.90	26329128.00	127.88	106.00	54.90	0.08	0.43	111.00	129.90	111.00	54.92	0.07	0.42	19.00	10.00	0.00	-5.00	16.88	73785.00	-0.04	132.36	103.00	-6872.60	2078.69	0.00	0.00	0.00	34358.00	35098.78	100000.00	0.80	0.64
25	8	4	6934.00	30814.00	138.60	0	Spot (Block25, Row4, Column8)	55084.50	50896.60	31778024.00	120.37	122.00	13.61	0.01	0.11	112.00	121.55	112.00	49.08	0.04	0.40	0.00	0.00	0.00	10.00	8.37	62354.00	-0.02	113.69	115.00	5508.45	6077.56	0.00	0.00	0.00	55094.50	50904.98	12.43	0.82	0.67
25	1	5	4840.00	31119.00	138.00	0	Spot (Block25, Row5, Column1)	55934.00	55934.00	33357568.00	205.32	105.00	466.29	0.29	2.27	112.00	255.69	112.00	506.40	0.36	1.98	3.00	3.00	0.00	-7.00	93.32	104509.00	-0.10	570.67	108.50	-7990.57	599.36	26.02	33.46	0.22	55927.00	56027.32	100000.00	1.00	1.00
25	2	5	5134.00	31114.00	143.85	0	Spot (Block25, Row5, Column2)	55796.00	52295.24	34925556.00	112.43	101.00	29.89	0.05	0.27	114.00	188.35	114.00	377.60	0.22	2.00	0.00	0.00	0.00	-13.00	-1.57	63297.00	-0.20	114.79	103.00	-4292.00	-33268.02	0.00	0.00	0.00	55783.00	52293.67	100000.00	0.51	0.26
25	3	5	5431.00	31115.00	155.45	0	Spot (Block25, Row5, Column3)	55964.00	52873.89	41526232.00	332.99	136.00	468.46	0.39	1.41	113.00	274.66	113.00	560.61	0.39	2.04	14.00	9.00	0.00	23.00	219.99	221437.00	0.10	317.49	121.00	2433.22	240.35	44.88	50.68	0.15	55987.00	53093.88	11.25	0.17	0.03
25	4	5	5736.00	31116.00	143.10	0	Spot (Block25, Row5, Column4)	55751.00	55739.17	36103560.00	213.17	118.00	255.96	0.26	1.20	109.00	340.73	109.00	1357.31	0.49	3.98	0.00	0.00	0.00	9.00	104.17	117459.00	-0.09	252.55	112.00	6194.56	535.06	67.82	68.35	0.09	55760.00	55843.35	12.60	0.02	0.00
25	5	5	6042.00	31113.00	144.75	0	Spot (Block25, Row5, Column5)	55363.00	54948.32	36858408.00	1808.16	114.50	4189.32	1.20	2.32	109.00	560.78	109.00	1944.62	0.71	3.47	15.00	14.00	0.00	5.50	1699.16	1023420.00	0.64	1872.15	104.00	10066.00	32.34	6.96	17.61	0.45	55368.50	56647.48	13.30	0.05	0.00
25	6	5	6341.00	31114.00	140.15	0	Spot (Block25, Row5, Column6)	54997.00	52522.51	33485384.00	124.15	118.00	21.56	0.02	0.17	111.00	156.05	111.00	639.21	0.15	4.10	0.00	0.00	0.00	7.00	13.15	65924.00	-0.05	121.33	112.50	7856.71	3993.91	0.00	0.00	0.00	55004.00	52535.66	12.94	0.50	0.25
25	7	5	6635.00	31110.00	163.15	0	Spot (Block25, Row5, Column7)	55190.50	50102.24	44670564.00	173.81	135.00	81.34	0.11	0.47	113.00	137.79	113.00	64.59	0.09	0.47	32.00	20.00	0.00	22.00	60.81	128446.00	0.56	170.88	117.00	2508.66	823.91	0.00	0.00	0.00	55212.50	50163.05	11.29	0.40	0.16
25	8	5	6942.00	31118.00	137.95	0	Spot (Block25, Row5, Column8)	55325.00	55292.75	33799676.00	157.54	113.00	104.11	0.14	0.66	113.00	129.97	113.00	59.05	0.06	0.45	20.00	15.00	0.00	0.00	44.54	81293.00	0.47	176.75	122.00	100000.00	1241.29	0.00	0.00	0.00	55325.00	55337.29	100000.00	0.03	0.00
25	1	6	4835.00	31415.00	139.20	0	Spot (Block25, Row6, Column1)	52959.50	46209.30	29384284.00	326.58	208.00	306.11	0.20	0.94	115.00	192.54	115.00	195.51	0.22	1.02	33.00	13.00	0.00	93.00	211.58	171781.00	0.69	353.54	118.00	569.46	218.40	56.96	58.92	0.10	53052.50	46420.88	9.15	0.57	0.33
25	2	6	5121.00	31421.00	146.20	0	Spot (Block25, Row6, Column2)	50929.00	46066.55	32444732.00	136.54	116.00	42.51	0.07	0.31	113.00	179.40	113.00	387.13	0.20	2.16	0.00	0.00	0.00	3.00	23.54	79466.00	-0.11	141.42	109.00	16976.33	1956.99	0.00	0.00	0.00	50932.00	46090.09	14.05	0.75	0.56
25	3	6	5412.00	31408.00	140.35	0	Spot (Block25, Row6, Column3)	55844.00	51013.27	32659136.00	608.21	119.00	1071.41	0.71	1.76	108.00	206.80	108.00	515.18	0.28	2.49	21.00	18.00	0.00	11.00	500.21	327216.00	0.78	649.26	117.00	5076.73	101.98	24.72	33.29	0.25	55855.00	51513.47	12.31	0.28	0.08
25	4	6	5739.00	31417.00	137.90	0	Spot (Block25, Row6, Column4)	55720.00	55720.00	33685248.00	113.70	113.00	10.45	0.00	0.09	107.00	164.26	107.00	370.73	0.19	2.26	0.00	0.00	0.00	6.00	6.70	58444.00	-0.14	106.90	109.00	9286.67	8311.11	0.00	0.00	0.00	55726.00	55726.70	13.18	1.00	1.00
25	5	6	6042.00	31414.00	137.55	0	Spot (Block25, Row6, Column5)	55381.00	55381.00	33685248.00	195.80	112.00	431.99	0.24	2.21	110.00	188.30	110.00	440.35	0.23	2.34	3.00	2.00	0.00	2.00	85.80	100639.00	0.02	506.48	110.00	27690.50	645.50	22.54	28.15	0.18	55383.00	55466.80	14.76	1.00	1.00
25	6	6	6337.00	31414.00	138.10	0	Spot (Block25, Row6, Column6)	55210.00	49864.94	31058224.00	119.23	116.00	17.12	0.01	0.14	113.00	133.81	113.00	91.44	0.07	0.68	0.00	0.00	0.00	3.00	6.23	61524.00	-0.16	120.78	121.00	18403.33	8000.72	0.00	0.00	0.00	55213.00	49871.17	14.17	0.76	0.58
25	7	6	6634.00	31416.00	142.70	0	Spot (Block25, Row6, Column7)	55394.00	55380.59	36430300.00	132.99	105.50	61.70	0.10	0.46	110.00	155.36	110.00	159.13	0.15	1.02	10.00	0.00	0.00	-4.50	22.99	73941.00	-0.14	149.38	115.00	-12309.78	2409.17	0.00	0.00	0.00	55389.50	55403.57	100000.00	0.05	0.00
25	8	6	6941.00	31418.00	138.45	0	Spot (Block25, Row6, Column8)	55274.00	55272.91	34077896.00	164.17	124.50	80.65	0.12	0.49	111.00	118.58	111.00	38.50	0.03	0.32	31.00	22.00	0.00	13.50	53.17	85368.00	1.18	163.99	117.00	4094.37	1039.57	0.00	0.00	0.00	55287.50	55326.07	12.00	0.04	0.00
25	1	7	4831.00	31715.00	146.15	0	Spot (Block25, Row7, Column1)	35635.00	35280.67	25994868.00	171.79	120.00	112.10	0.16	0.65	108.00	125.14	108.00	65.20	0.06	0.52	26.00	17.00	0.00	12.00	63.79	99641.00	0.72	192.08	118.00	2969.58	553.03	81.51	81.51	0.00	35647.00	35344.46	11.54	0.79	0.63
25	2	7	5127.00	31714.00	137.75	0	Spot (Block25, Row7, Column2)	55950.00	51195.38	31241332.00	102.16	102.00	12.24	0.00	0.12	109.00	114.20	109.00	30.11	0.02	0.26	0.00	0.00	0.00	-7.00	-6.84	52510.00	-0.40	109.99	110.00	-7992.86	-7484.19	0.00	0.00	0.00	55943.00	51188.54	100000.00	0.80	0.64
25	3	7	5426.00	31721.00	174.65	0	Spot (Block25, Row7, Column3)	14033.00	17015.84	22710608.00	104.11	104.00	8.67	0.00	0.08	108.00	114.59	108.00	31.55	0.03	0.28	0.00	0.00	0.00	-4.00	-3.89	88393.00	-0.33	109.17	108.00	-3508.25	-4379.04	0.00	0.00	0.00	14029.00	17011.95	100000.00	0.95	0.90
25	4	7	5735.00	31715.00	138.20	0	Spot (Block25, Row7, Column4)	55586.00	46421.58	28918292.00	112.09	110.00	13.99	0.01	0.12	106.00	112.86	106.00	30.38	0.03	0.27	6.00	0.00	0.00	4.00	6.09	57504.00	-0.03	115.10	108.00	13896.50	7618.13	0.00	0.00	0.00	55590.00	46427.67	13.76	0.71	0.51
25	5	7	6038.00	31714.00	148.40	0	Spot (Block25, Row7, Column5)	55406.00	52519.03	37589136.00	121.75	121.00	12.02	0.00	0.10	112.00	146.01	112.00	176.07	0.12	1.21	0.00	0.00	0.00	9.00	9.75	73047.00	-0.14	125.16	124.00	6156.22	5389.33	0.00	0.00	0.00	55415.00	52528.78	12.59	0.66	0.43
25	6	7	6336.00	31716.00	147.55	0	Spot (Block25, Row7, Column6)	29664.50	30261.99	24078976.00	150.27	133.00	45.37	0.05	0.30	120.00	237.67	120.00	329.29	0.30	1.39	0.00	0.00	0.00	13.00	30.27	89563.00	-0.27	161.97	127.00	2281.88	999.62	0.00	0.00	0.00	29677.50	30292.26	11.16	0.85	0.72
25	7	7	6650.00	31711.00	153.95	0	Spot (Block25, Row7, Column7)	32188.00	32653.69	27627116.00	255.06	110.00	350.31	0.37	1.37	112.00	156.63	112.00	162.00	0.15	1.03	16.00	14.00	0.00	-2.00	143.06	165537.00	0.61	304.77	112.00	-16094.00	228.24	53.35	59.12	0.12	32186.00	32796.75	100000.00	0.68	0.46
25	8	7	6933.00	31714.00	147.00	-50	Spot (Block25, Row7, Column8)	-200.50	-139.56	5892908.00	119.43	120.00	9.28	0.00	0.08	111.00	112.85	111.00	27.44	0.01	0.24	1.00	0.00	0.00	9.00	8.43	70345.00	0.24	114.32	115.00	-22.28	-16.55	13.32	20.59	0.44	-191.50	-131.13	100000.00	0.59	0.35
25	1	8	4833.00	32026.00	163.65	0	Spot (Block25, Row8, Column1)	55875.50	49821.58	44075876.00	105.97	105.00	12.75	0.00	0.12	107.00	108.34	107.00	14.90	0.01	0.14	9.00	2.00	0.00	-2.00	-1.03	78521.00	-0.16	111.03	107.00	-27937.75	-48195.59	0.00	0.00	0.00	55873.50	49820.54	100000.00	0.79	0.62
25	2	8	5130.00	32016.00	142.35	0	Spot (Block25, Row8, Column2)	55919.00	51379.67	33547872.00	111.01	107.00	18.65	0.02	0.17	106.00	109.81	106.00	23.85	0.02	0.22	14.00	7.00	0.00	1.00	5.01	61053.00	0.05	113.46	107.00	55919.00	10264.73	0.00	0.00	0.00	55920.00	51384.67	15.77	0.62	0.38
25	3	8	5442.00	32017.00	136.15	0	Spot (Block25, Row8, Column3)	55701.00	54103.87	31713408.00	121.69	115.00	24.40	0.02	0.20	106.00	114.58	106.00	34.72	0.03	0.30	13.00	8.00	0.00	9.00	15.69	60359.00	0.20	124.20	110.50	6189.00	3447.97	0.00	0.00	0.00	55710.00	54119.56	12.60	0.42	0.18
25	4	8	5736.00	32018.00	180.70	0	Spot (Block25, Row8, Column4)	55589.00	55351.59	59813244.00	127.75	112.00	42.24	0.06	0.33	104.00	109.73	104.00	28.77	0.02	0.26	18.00	17.00	0.00	8.00	23.75	117020.00	0.63	136.10	116.00	6948.62	2330.49	0.00	0.00	0.00	55597.00	55375.34	12.76	0.15	0.02
25	5	8	6019.00	32015.00	139.50	0	Spot (Block25, Row8, Column5)	55456.00	50128.82	31669540.00	108.09	107.00	12.38	0.00	0.11	109.00	154.26	109.00	220.89	0.15	1.43	0.00	0.00	0.00	-2.00	-0.91	56856.00	-0.21	107.52	108.00	-27728.00	-55162.70	0.00	0.00	0.00	55454.00	50127.91	100000.00	0.77	0.59
25	6	8	6341.00	32015.00	146.60	0	Spot (Block25, Row8, Column6)	55561.00	55201.18	38062632.00	491.17	305.00	550.95	0.21	1.12	113.00	205.29	113.00	306.76	0.26	1.49	34.00	16.00	0.00	192.00	378.17	286842.00	0.93	493.05	215.00	289.38	145.97	40.06	47.59	0.19	55753.00	55579.35	8.18	0.11	0.01
25	7	8	6626.00	32018.00	149.55	0	Spot (Block25, Row8, Column7)	55579.00	55565.16	40230348.00	142.94	112.00	76.40	0.11	0.53	111.00	135.90	111.00	133.66	0.09	0.98	11.00	2.00	0.00	1.00	31.94	87763.00	0.05	167.60	116.00	55579.00	1739.86	0.00	0.00	0.00	55580.00	55597.09	15.76	0.04	0.00
25	8	8	6915.00	32019.00	148.40	0	Spot (Block25, Row8, Column8)	55483.00	55481.94	38993032.00	123.80	121.00	20.11	0.01	0.16	109.00	112.89	109.00	29.45	0.02	0.26	10.00	5.00	0.00	12.00	14.80	73663.00	0.37	132.14	121.00	4623.58	3747.93	0.00	0.00	0.00	55495.00	55496.75	12.17	0.07	0.01
26	1	1	9349.00	29922.00	166.45	0	Spot (Block26, Row1, Column1)	56019.00	56001.25	50448792.00	430.62	133.00	678.50	0.51	1.58	129.00	208.24	129.00	340.98	0.21	1.64	18.00	15.00	0.00	4.00	301.62	331574.00	0.65	432.24	127.00	14004.75	185.67	33.46	40.71	0.19	56023.00	56302.86	13.77	0.02	0.00
26	2	1	9642.00	29916.00	134.10	0	Spot (Block26, Row1, Column2)	34772.00	34883.84	21406068.00	148.88	121.00	60.85	0.09	0.41	125.00	150.67	125.00	127.46	0.08	0.85	13.00	0.00	0.00	-4.00	23.88	71760.00	-0.01	160.20	124.00	-8693.00	1460.82	0.00	0.00	0.00	34768.00	34907.71	100000.00	0.81	0.65
26	3	1	9941.00	29916.00	135.30	0	Spot (Block26, Row1, Column3)	55769.00	54421.19	31580320.00	178.59	131.00	95.87	0.13	0.54	123.00	134.93	123.00	49.98	0.04	0.37	30.00	19.00	0.00	8.00	55.59	87866.00	0.87	164.25	126.50	6971.12	978.98	0.00	0.00	0.00	55777.00	54476.78	12.77	0.26	0.07
26	4	1	10244.00	29915.00	135.45	0	Spot (Block26, Row1, Column4)	55573.00	49480.05	29483452.00	134.86	129.00	21.75	0.02	0.16	125.00	153.80	125.00	133.48	0.09	0.87	0.00	0.00	0.00	4.00	9.86	66890.00	-0.14	136.06	121.00	13893.25	5018.83	0.00	0.00	0.00	55577.00	49489.91	13.76	0.61	0.38
26	5	1	10533.00	29912.00	141.25	0	Spot (Block26, Row1, Column5)	55572.00	55572.00	35585792.00	331.00	136.00	397.71	0.39	1.20	122.00	161.62	122.00	177.58	0.12	1.10	25.00	19.00	0.00	14.00	209.00	179735.00	0.95	270.01	126.00	3969.43	265.89	50.34	59.62	0.14	55586.00	55781.00	11.95	1.00	1.00
26	6	1	10824.00	29915.00	140.30	0	Spot (Block26, Row1, Column6)	48554.50	43807.02	28633496.00	253.97	137.50	259.88	0.27	1.02	122.00	158.50	122.00	145.38	0.11	0.92	24.00	15.00	0.00	15.50	131.97	135110.00	0.66	226.03	132.50	3132.55	331.96	73.05	71.21	0.09	48570.00	43938.98	11.61	0.51	0.26
26	7	1	11114.00	29922.00	141.15	0	Spot (Block26, Row1, Column7)	55621.00	47749.39	31080788.00	174.78	123.00	159.15	0.15	0.91	124.00	190.52	124.00	396.53	0.19	2.08	6.00	0.00	0.00	-1.00	50.78	94206.00	-0.04	213.47	127.50	-55621.00	940.33	84.40	84.55	0.04	55620.00	47800.17	100000.00	0.30	0.09
26	8	1	11436.00	29905.00	152.60	0	Spot (Block26, Row1, Column8)	55570.00	55493.38	41959204.00	813.99	139.00	1475.35	0.77	1.81	123.00	197.84	123.00	491.18	0.21	2.48	20.00	18.00	0.00	16.00	690.99	521767.00	1.25	845.41	128.00	3473.12	80.31	16.75	23.51	0.25	55586.00	56184.36	11.76	0.04	0.00
26	1	2	9337.00	30219.00	241.25	0	Spot (Block26, Row2, Column1)	7188.00	7647.80	28727998.00	132.26	130.00	16.00	0.01	0.12	126.00	158.22	126.00	128.94	0.10	0.81	0.00	0.00	0.00	4.00	6.26	221668.00	-0.20	125.32	124.00	1797.00	1221.67	0.00	0.00	0.00	7192.00	7654.06	10.81	0.97	0.94
26	2	2	9637.00	30213.00	153.80	0	Spot (Block26, Row2, Column2)	55990.00	55043.93	41854008.00	183.16	121.00	121.76	0.18	0.66	127.00	137.54	127.00	53.04	0.03	0.39	26.00	20.00	0.00	-6.00	56.16	118690.00	0.86	183.34	124.00	-9331.67	980.06	0.00	0.00	0.00	55984.00	55100.10	100000.00	0.16	0.02
26	3	2	9931.00	30211.00	134.90	0	Spot (Block26, Row2, Column3)	55833.50	54271.45	31474916.00	118.15	117.00	10.08	0.00	0.09	125.00	135.65	125.00	47.83	0.04	0.35	0.00	0.00	0.00	-8.00	-6.85	58130.00	-0.37	118.12	116.00	-6979.19	-7923.31	0.00	0.00	0.00	55825.50	54264.60	100000.00	0.63	0.39
26	4	2	10241.00	30214.00	145.80	0	Spot (Block26, Row2, Column4)	46668.00	43925.08	31073408.00	169.82	134.00	78.95	0.10	0.46	124.00	149.86	124.00	90.24	0.08	0.60	22.00	6.00	0.00	10.00	45.82	97985.00	0.22	167.02	133.00	4666.80	958.69	0.00	0.00	0.00	46678.00	43970.89	12.19	0.76	0.57
26	5	2	10535.00	30215.00	162.20	0	Spot (Block26, Row2, Column5)	9021.00	10533.79	14980960.00	129.97	123.00	28.98	0.02	0.22	123.00	140.50	123.00	65.39	0.06	0.47	0.00	0.00	0.00	0.00	6.97	95011.00	-0.16	129.49	122.00	100000.00	1510.43	0.00	0.00	0.00	9021.00	10540.76	100000.00	0.86	0.75
26	6	2	10839.00	30214.00	142.00	0	Spot (Block26, Row2, Column6)	55476.00	55314.84	35759780.00	151.98	130.00	46.36	0.07	0.31	124.00	165.19	124.00	124.44	0.12	0.75	8.00	0.00	0.00	6.00	27.98	83132.00	-0.11	141.51	121.00	9246.00	1977.08	0.00	0.00	0.00	55482.00	55342.82	13.17	0.15	0.02
26	7	2	11136.00	30212.00	140.10	0	Spot (Block26, Row2, Column7)	55425.00	53352.73	34143212.00	146.01	127.50	41.09	0.06	0.28	122.00	146.28	122.00	107.23	0.08	0.73	5.00	0.00	0.00	5.50	24.01	78553.00	-0.00	135.35	117.50	10077.27	2222.17	0.00	0.00	0.00	55430.50	53376.73	13.30	0.43	0.18
26	8	2	11432.00	30214.00	250.60	0	Spot (Block26, Row2, Column8)	24318.00	26775.48	67572376.00	124.52	124.00	12.91	0.00	0.10	123.00	136.48	123.00	102.20	0.05	0.75	0.00	0.00	0.00	1.00	1.52	226379.00	-0.12	121.17	120.00	24318.00	17604.97	0.00	0.00	0.00	24319.00	26777.01	14.57	0.88	0.78
26	1	3	9339.00	30515.00	149.55	0	Spot (Block26, Row3, Column1)	56187.00	56113.83	39670220.00	283.47	143.00	313.93	0.30	1.11	127.00	167.86	127.00	148.33	0.12	0.88	20.00	17.00	0.00	16.00	156.47	171780.00	0.78	226.42	130.00	3511.69	358.63	66.57	66.72	0.11	56203.00	56270.30	11.78	0.03	0.00
