ATF	1.0
31	41
"Checksum_ImageFile=9af1db4c0f1930d680dfd2d4245ca79b"
"Checksum_ResultFile=f22e1e59b8203700516803ce3223a004"
"Type=Mapix Results 2"
"DateTime=2021/04/15 19:23:11"
"ConfigFile="
"GalFile=L:\RPPA Service\Platform_Projects\2021-02-09_JPL_CoV-Array-7\64 pad grid.gal"
"PixelSize=5"
"Wavelengths=785, 670"
"ImageFiles=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.tif, L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA01161_FastGreen\Joseph_2021-04-06_14h19m00_5µm.tif"
"GrinddingParameters=Find mode = Grid + Blocks + Spots | Max. diameter (% Dth) = 200.0 | Min. diameter (% Dth) = 50.0 | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.jpg"
"RatioFormulations=W2/W1 (670/785)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=3680, 2560"
"ImageSize=17760.0, 71040.0"
"JpegOrigin=4615, 2705"
"JpegBrightness=30"
"JpegContrast=79"
"JpegBalance=28"
"Creator=Mapix 9.0.0"
"Scanner=ir710IVD IR0H8_IVD 717045"
"Temperature=32.8"
"Comment="
"Velocity=35 l/s"
"LaserPower=20.0, 5.0"
"PMTGain=0, 10"
"BatchFilename=L:\RPPA Service\InnooScan\Batch methods\CoV_Array image_processing.mbt"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"ID"	"F670 Median - B670"	"F670 Mean - B670"	"F670 Total Intensity"	"F785 Mean"	"F785 Median"	"F785 SD"	"F785 |log Mean/Median|"	"F785 CV"	"B785"	"B785 Mean"	"B785 Median"	"B785 SD"	"B785 |log Mean/Median|"	"B785 CV"	"% > B785+1SD"	"% > B785+2SD"	"F785 % Sat."	"F785 Median - B785"	"F785 Mean - B785"	"F785 Total Intensity"	"SNR 785"	"ExcludedMean 785"	"ExcludedMedian 785"	"Ratio of Medians (670/785)"	"Ratio of Means (670/785)"	"Median of Ratios (670/785)"	"Mean of Ratios (670/785)"	"Ratios SD (670/785)"	"Sum of Medians (670/785)"	"Sum of Means (670/785)"	"Log Ratio (670/785)"	"Rgn Ratio (670/785)"	"Rgn R2 (670/785)"
26	2	3	9636.00	30514.00	134.85	0	Spot (Block26, Row3, Column2)	56042.00	49680.21	29054236.00	125.46	122.00	14.41	0.01	0.11	127.00	142.45	127.00	144.27	0.05	1.01	0.00	0.00	0.00	-5.00	-1.54	61602.00	-0.12	132.42	131.00	-11208.40	-32308.52	0.00	0.00	0.00	56037.00	49678.68	100000.00	0.72	0.52
26	3	3	9921.00	30516.00	141.55	0	Spot (Block26, Row3, Column3)	10487.00	10669.42	10910695.00	174.62	162.50	48.51	0.03	0.28	126.00	199.70	126.00	333.90	0.20	1.67	0.00	0.00	0.00	36.50	48.62	94996.00	-0.08	154.08	133.00	287.32	219.42	0.00	0.00	0.00	10523.50	10718.05	8.17	0.96	0.93
26	4	3	10233.00	30512.00	140.00	0	Spot (Block26, Row3, Column4)	55807.00	50946.21	32278916.00	219.75	132.00	173.00	0.22	0.79	123.00	141.32	123.00	83.57	0.06	0.59	28.00	21.00	0.00	9.00	96.75	116907.00	0.94	210.03	130.00	6200.78	526.58	84.36	85.18	0.03	55816.00	51042.96	12.60	0.41	0.17
26	5	3	10539.00	30515.00	132.00	0	Spot (Block26, Row3, Column5)	55583.50	53588.88	30181884.00	140.27	123.00	34.63	0.06	0.25	124.00	151.96	124.00	103.19	0.09	0.68	0.00	0.00	0.00	-1.00	16.27	66627.00	-0.11	147.27	130.00	-55583.50	3294.26	0.00	0.00	0.00	55582.50	53605.15	100000.00	0.43	0.18
26	6	3	10833.00	30513.00	139.40	0	Spot (Block26, Row3, Column6)	36328.00	35585.84	24136572.00	314.31	211.00	234.33	0.17	0.75	127.00	171.29	127.00	132.41	0.13	0.77	35.00	22.00	0.00	84.00	187.31	165640.00	1.08	289.41	190.00	432.48	189.99	82.69	82.06	0.06	36412.00	35773.15	8.76	0.83	0.70
26	7	3	11137.00	30522.00	137.40	0	Spot (Block26, Row3, Column7)	55111.00	48107.12	29909604.00	200.37	127.00	153.00	0.20	0.76	126.00	154.25	126.00	97.53	0.09	0.63	23.00	16.00	0.00	1.00	74.37	102390.00	0.47	197.13	129.00	55111.00	646.85	98.86	92.82	0.05	55112.00	48181.49	15.75	0.43	0.18
26	8	3	11434.00	30512.00	142.10	0	Spot (Block26, Row3, Column8)	47615.50	43934.88	30048800.00	150.25	134.00	39.12	0.05	0.26	127.00	134.62	127.00	42.31	0.03	0.31	33.00	7.00	0.00	7.00	23.25	82937.00	0.37	153.47	135.00	6802.21	1889.82	0.00	0.00	0.00	47622.50	43958.13	12.73	0.87	0.76
26	1	4	9332.00	30810.00	138.05	0	Spot (Block26, Row4, Column1)	56212.00	52303.43	31737836.00	242.07	164.00	190.94	0.17	0.79	129.00	149.90	129.00	92.42	0.07	0.62	25.00	20.00	0.00	35.00	113.07	124664.00	1.00	237.17	142.00	1606.06	462.59	62.88	69.03	0.09	56247.00	52416.49	10.65	0.34	0.12
26	2	4	9635.00	30812.00	150.00	0	Spot (Block26, Row4, Column2)	19235.00	19341.66	17571492.00	126.94	127.00	23.80	0.00	0.19	127.00	170.16	127.00	245.68	0.13	1.44	0.00	0.00	0.00	0.00	-0.06	78197.00	-0.18	127.82	129.00	100000.00	-340425.72	0.00	0.00	0.00	19235.00	19341.61	100000.00	0.99	0.98
26	3	4	9934.00	30814.00	143.95	0	Spot (Block26, Row4, Column3)	56303.00	56257.53	37132876.00	550.62	142.00	798.69	0.59	1.45	129.00	198.43	129.00	335.35	0.19	1.69	25.00	23.00	0.00	13.00	421.62	312204.00	1.05	482.32	127.00	4331.00	133.43	37.41	41.70	0.20	56316.00	56679.16	12.08	0.04	0.00
26	4	4	10222.00	30813.00	145.10	0	Spot (Block26, Row4, Column4)	56046.00	54657.14	36499452.00	127.14	125.00	12.28	0.01	0.10	126.00	152.10	126.00	178.38	0.08	1.17	0.00	0.00	0.00	-1.00	1.14	72344.00	-0.14	125.79	125.00	-56046.00	47845.94	0.00	0.00	0.00	56045.00	54658.28	100000.00	0.54	0.29
26	5	4	10555.00	30806.00	230.50	0	Spot (Block26, Row4, Column5)	1386.00	1470.33	17245434.00	123.20	123.00	13.51	0.00	0.11	125.00	244.24	125.00	570.68	0.29	2.34	0.00	0.00	0.00	-2.00	-1.80	187629.00	-0.21	126.08	128.00	-693.00	-815.48	2.94	2.63	0.29	1384.00	1468.53	100000.00	0.95	0.91
26	6	4	10843.00	30810.00	169.90	0	Spot (Block26, Row4, Column6)	40991.00	40519.79	40839992.00	145.90	136.00	29.72	0.03	0.20	124.00	141.62	124.00	61.30	0.06	0.43	15.00	0.00	0.00	12.00	21.90	117304.00	0.07	136.95	129.00	3415.92	1850.18	0.00	0.00	0.00	41003.00	40541.70	11.74	0.97	0.93
26	7	4	11141.00	30810.00	145.50	0	Spot (Block26, Row4, Column7)	33913.00	34498.93	25871080.00	189.79	139.50	112.32	0.13	0.59	127.00	153.47	127.00	94.67	0.08	0.62	18.00	13.00	0.00	12.50	62.79	109319.00	0.38	169.43	133.00	2713.04	549.43	0.00	0.00	0.00	33925.50	34561.72	11.41	0.77	0.59
26	8	4	11438.00	30810.00	138.50	0	Spot (Block26, Row4, Column8)	55168.00	51298.67	31943048.00	159.92	161.50	33.46	0.00	0.21	128.00	157.26	128.00	150.08	0.09	0.95	0.00	0.00	0.00	33.50	31.92	82841.00	0.02	151.77	145.00	1646.81	1606.86	0.00	0.00	0.00	55201.50	51330.59	10.69	0.71	0.50
26	1	5	9343.00	31118.00	135.70	0	Spot (Block26, Row5, Column1)	56142.00	56097.24	32352416.00	147.99	132.00	44.27	0.05	0.30	136.00	167.57	136.00	100.98	0.09	0.60	5.00	1.00	0.00	-4.00	11.99	73106.00	-0.19	160.73	138.50	-14035.50	4679.51	0.00	0.00	0.00	56138.00	56109.23	100000.00	0.07	0.01
26	2	5	9636.00	31111.00	141.90	0	Spot (Block26, Row5, Column2)	56265.50	52338.71	33576728.00	141.99	131.00	28.25	0.03	0.20	130.00	146.27	130.00	97.31	0.05	0.67	0.00	0.00	0.00	1.00	11.99	77384.00	-0.04	143.10	133.00	56265.50	4365.56	0.00	0.00	0.00	56266.50	52350.70	15.78	0.57	0.33
26	3	5	9933.00	31114.00	154.50	0	Spot (Block26, Row5, Column3)	56248.00	53490.15	41182184.00	140.29	132.00	33.22	0.03	0.24	130.00	171.34	130.00	182.47	0.12	1.06	0.00	0.00	0.00	2.00	10.29	92028.00	-0.17	141.08	136.00	28124.00	5199.99	0.00	0.00	0.00	56250.00	53500.44	14.78	0.39	0.16
26	4	5	10239.00	31113.00	146.05	0	Spot (Block26, Row5, Column4)	56131.00	56092.91	38119528.00	192.87	147.50	104.46	0.12	0.54	131.00	210.15	131.00	438.16	0.21	2.08	0.00	0.00	0.00	16.50	61.87	112248.00	-0.04	181.43	144.50	3401.88	906.68	90.10	90.10	0.00	56147.50	56154.78	11.73	0.07	0.00
26	5	5	10540.00	31115.00	140.95	0	Spot (Block26, Row5, Column5)	55973.00	55967.11	35386004.00	713.44	147.00	1203.30	0.69	1.69	125.00	302.41	125.00	681.01	0.38	2.25	21.00	16.00	0.00	22.00	588.44	385259.00	0.60	757.16	153.00	2544.23	95.11	24.34	30.01	0.24	55995.00	56555.55	11.31	0.02	0.00
26	6	5	10842.00	31112.00	138.65	0	Spot (Block26, Row5, Column6)	55590.00	51831.55	32371152.00	139.84	114.00	45.01	0.09	0.32	124.00	147.11	124.00	156.24	0.07	1.06	0.00	0.00	0.00	-10.00	15.84	73276.00	-0.05	140.10	114.00	-5559.00	3272.26	0.00	0.00	0.00	55580.00	51847.39	100000.00	0.51	0.26
26	7	5	11134.00	31112.00	163.40	0	Spot (Block26, Row5, Column7)	55347.00	50408.84	44963288.00	198.45	177.00	86.62	0.05	0.44	127.00	176.77	127.00	172.13	0.14	0.97	12.00	0.00	0.00	50.00	71.45	147249.00	0.13	180.51	129.00	1106.94	705.52	0.00	0.00	0.00	55397.00	50480.29	10.11	0.43	0.19
26	8	5	11437.00	31116.00	139.00	0	Spot (Block26, Row5, Column8)	55168.00	55166.35	34208676.00	336.22	144.00	374.50	0.37	1.11	126.00	177.21	126.00	203.86	0.15	1.15	24.00	18.00	0.00	18.00	210.22	175508.00	0.78	269.21	133.00	3064.89	262.42	53.72	60.25	0.12	55186.00	55376.57	11.58	0.03	0.00
26	1	6	9341.00	31416.00	139.15	0	Spot (Block26, Row6, Column1)	54670.50	45988.80	29182564.00	276.19	218.00	192.56	0.10	0.70	139.00	169.66	139.00	99.88	0.09	0.59	42.00	22.00	0.00	79.00	137.19	145274.00	1.07	267.56	178.00	692.03	335.23	90.10	89.53	0.05	54749.50	46125.99	9.43	0.64	0.41
26	2	6	9628.00	31423.00	146.30	0	Spot (Block26, Row6, Column2)	51079.00	46180.85	32373556.00	161.08	150.00	38.92	0.03	0.24	133.00	159.50	133.00	135.25	0.08	0.85	0.00	0.00	0.00	17.00	28.08	93907.00	0.01	159.72	141.00	3004.65	1644.88	0.00	0.00	0.00	51096.00	46208.92	11.55	0.88	0.77
26	3	6	9916.00	31408.00	138.90	0	Spot (Block26, Row6, Column3)	56122.00	50691.99	31435132.00	382.24	139.00	450.38	0.44	1.18	129.00	164.02	129.00	178.79	0.10	1.09	30.00	24.00	0.00	10.00	253.24	199911.00	1.22	346.10	132.00	5612.20	200.17	54.65	58.96	0.15	56132.00	50945.23	12.45	0.39	0.15
26	4	6	10243.00	31415.00	140.65	0	Spot (Block26, Row6, Column4)	56018.00	55973.22	35037544.00	148.42	150.00	17.36	0.00	0.12	130.00	184.83	130.00	367.98	0.15	1.99	0.00	0.00	0.00	20.00	18.42	79405.00	-0.10	137.56	133.00	2800.90	3038.63	0.00	0.00	0.00	56038.00	55991.64	11.45	0.13	0.02
26	5	6	10539.00	31415.00	137.65	0	Spot (Block26, Row6, Column5)	55992.00	55941.66	33462916.00	440.10	126.00	976.55	0.54	2.22	125.00	195.58	125.00	414.57	0.19	2.12	10.00	9.00	0.00	1.00	315.10	224893.00	0.59	597.79	126.50	55992.00	177.53	20.69	26.74	0.25	55993.00	56256.77	15.77	0.02	0.00
26	6	6	10835.00	31410.00	136.35	0	Spot (Block26, Row6, Column6)	55888.00	49917.72	29782560.00	142.79	137.00	24.22	0.02	0.17	123.00	150.67	123.00	118.34	0.09	0.79	0.00	0.00	0.00	14.00	19.79	71396.00	-0.07	139.47	140.00	3992.00	2522.12	0.00	0.00	0.00	55902.00	49937.52	11.96	0.79	0.62
26	7	6	11140.00	31414.00	144.75	0	Spot (Block26, Row6, Column7)	55714.00	55704.02	37415096.00	253.82	138.00	263.87	0.26	1.04	123.00	188.04	123.00	215.20	0.18	1.14	18.00	11.00	0.00	15.00	130.82	144929.00	0.31	216.14	123.00	3714.27	425.82	74.01	71.08	0.12	55729.00	55834.83	11.86	0.03	0.00
26	8	6	11448.00	31418.00	138.30	0	Spot (Block26, Row6, Column8)	55278.00	55265.99	34072220.00	315.95	138.00	374.88	0.36	1.19	126.00	156.69	126.00	145.57	0.09	0.93	26.00	19.00	0.00	12.00	189.95	164293.00	1.09	295.47	146.00	4606.50	290.95	58.00	61.62	0.14	55290.00	55455.94	12.17	0.03	0.00
26	1	7	9335.00	31717.00	146.70	0	Spot (Block26, Row7, Column1)	34087.00	33852.98	25357108.00	144.55	136.00	28.98	0.03	0.20	132.00	136.48	132.00	22.68	0.01	0.17	24.00	15.00	0.00	4.00	12.55	84704.00	0.36	147.40	137.00	8521.75	2698.29	0.00	0.00	0.00	34091.00	33865.52	13.06	0.92	0.84
26	2	7	9633.00	31710.00	137.65	0	Spot (Block26, Row7, Column2)	56173.00	51915.20	31435424.00	139.23	136.00	15.04	0.01	0.11	133.00	139.10	133.00	31.51	0.02	0.23	8.00	0.00	0.00	3.00	6.23	71425.00	0.00	143.01	135.00	18724.33	8333.06	0.00	0.00	0.00	56176.00	51921.43	14.19	0.65	0.42
26	3	7	9929.00	31719.00	173.00	0	Spot (Block26, Row7, Column3)	13145.00	16752.90	21824856.00	137.03	138.00	19.63	0.00	0.14	130.00	142.25	130.00	57.31	0.04	0.40	0.00	0.00	0.00	8.00	7.03	114285.00	-0.09	126.94	126.50	1643.12	2382.25	0.00	0.00	0.00	13153.00	16759.94	10.68	0.93	0.87
26	4	7	10230.00	31712.00	138.00	0	Spot (Block26, Row7, Column4)	55943.00	46661.19	28914324.00	143.84	142.00	12.00	0.01	0.08	125.00	132.97	125.00	28.90	0.03	0.22	24.00	0.00	0.00	17.00	18.84	73935.00	0.38	136.97	133.50	3290.76	2476.39	0.00	0.00	0.00	55960.00	46680.04	11.68	0.85	0.73
26	5	7	10537.00	31714.00	146.65	0	Spot (Block26, Row7, Column5)	55913.00	53283.64	36863008.00	145.77	130.00	35.38	0.05	0.24	125.00	139.79	125.00	63.82	0.05	0.46	20.00	0.00	0.00	5.00	20.77	85424.00	0.09	140.97	121.50	11182.60	2564.83	0.00	0.00	0.00	55918.00	53304.41	13.45	0.48	0.23
26	6	7	10841.00	31716.00	146.60	0	Spot (Block26, Row7, Column6)	29500.00	30323.45	23425616.00	169.18	148.00	52.43	0.06	0.31	125.00	183.33	125.00	172.38	0.17	0.94	0.00	0.00	0.00	23.00	44.18	99137.00	-0.08	171.42	135.00	1282.61	686.43	0.00	0.00	0.00	29523.00	30367.62	10.32	0.95	0.91
26	7	7	11151.00	31710.00	154.35	0	Spot (Block26, Row7, Column7)	32025.50	32615.80	27686380.00	291.51	134.50	321.15	0.34	1.10	121.00	158.42	121.00	150.93	0.12	0.95	22.00	19.00	0.00	13.50	170.51	190646.00	0.88	265.57	135.00	2372.26	191.29	67.41	67.34	0.09	32039.00	32786.31	11.21	0.76	0.58
26	8	7	11435.00	31713.00	147.00	-50	Spot (Block26, Row7, Column8)	-250.50	-107.81	5884184.00	178.73	147.50	69.09	0.08	0.39	125.00	133.31	125.00	36.14	0.03	0.27	42.00	26.00	0.00	22.50	53.73	105450.00	1.26	181.31	141.50	-11.13	-2.01	1.78	14.54	0.75	-228.00	-54.08	100000.00	0.75	0.56
26	1	8	9331.00	32024.00	165.20	0	Spot (Block26, Row8, Column1)	56011.00	49759.25	44937092.00	146.28	142.00	19.44	0.01	0.13	131.00	133.64	131.00	19.28	0.01	0.14	32.00	15.00	0.00	11.00	15.28	110879.00	0.66	147.55	141.00	5091.91	3256.84	0.00	0.00	0.00	56022.00	49774.53	12.31	0.74	0.55
26	2	8	9640.00	32013.00	139.70	0	Spot (Block26, Row8, Column2)	56194.00	49475.04	30937452.00	143.89	135.00	22.81	0.03	0.16	131.00	140.55	131.00	47.65	0.03	0.34	11.00	0.00	0.00	4.00	12.89	75684.00	0.07	140.94	132.00	14048.50	3839.46	0.00	0.00	0.00	56198.00	49487.93	13.78	0.72	0.51
26	3	8	9943.00	32015.00	134.35	0	Spot (Block26, Row8, Column3)	56177.00	54871.21	31344076.00	172.83	123.00	120.84	0.15	0.70	127.00	141.60	127.00	58.45	0.05	0.41	21.00	16.00	0.00	-4.00	45.83	84340.00	0.53	172.42	129.00	-14044.25	1197.33	91.60	91.60	0.01	56173.00	54917.04	100000.00	0.23	0.05
26	4	8	10238.00	32018.00	177.50	0	Spot (Block26, Row8, Column4)	56030.00	55634.48	57323356.00	155.85	138.00	43.81	0.05	0.28	127.00	132.43	127.00	26.40	0.02	0.20	36.00	26.00	0.00	11.00	28.85	137150.00	0.89	150.16	133.00	5093.64	1928.25	0.00	0.00	0.00	56041.00	55663.33	12.31	0.18	0.03
26	5	8	10526.00	32014.00	145.20	0	Spot (Block26, Row8, Column5)	55720.00	52938.61	36083616.00	137.86	135.00	18.34	0.01	0.13	126.00	143.82	126.00	97.78	0.06	0.68	0.00	0.00	0.00	9.00	11.86	79272.00	-0.06	124.68	119.50	6191.11	4461.99	0.00	0.00	0.00	55729.00	52950.47	12.60	0.67	0.46
26	6	8	10837.00	32013.00	146.25	0	Spot (Block26, Row8, Column6)	55598.00	55090.73	38106572.00	361.58	216.50	291.24	0.22	0.81	125.00	158.76	125.00	130.61	0.10	0.82	46.00	29.00	0.00	91.50	236.58	211886.00	1.55	302.54	162.50	607.63	232.86	71.83	72.46	0.09	55689.50	55327.31	9.25	0.15	0.02
26	7	8	11123.00	32013.00	148.55	0	Spot (Block26, Row8, Column7)	55686.00	55683.38	39778504.00	144.72	119.00	50.99	0.08	0.35	123.00	133.93	123.00	64.53	0.04	0.48	24.00	7.00	0.00	-4.00	21.72	87843.00	0.17	150.09	126.00	-13921.50	2564.09	0.00	0.00	0.00	55682.00	55705.09	100000.00	0.07	0.00
26	8	8	11414.00	32020.00	147.30	0	Spot (Block26, Row8, Column8)	55506.00	55413.32	38611300.00	128.15	128.00	15.88	0.00	0.12	126.00	128.31	126.00	18.30	0.01	0.14	15.00	1.00	0.00	2.00	2.15	75610.00	-0.01	131.63	129.50	27753.00	25743.20	0.00	0.00	0.00	55508.00	55415.47	14.76	0.18	0.03
27	1	1	13847.00	29920.00	167.80	0	Spot (Block27, Row1, Column1)	55321.00	55320.96	51248864.00	603.23	153.00	844.73	0.60	1.40	127.00	200.39	127.00	357.47	0.20	1.78	28.00	25.00	0.00	26.00	476.23	471726.00	1.13	472.10	145.00	2127.73	116.16	41.69	44.41	0.22	55347.00	55797.19	11.06	0.03	0.00
27	2	1	14147.00	29914.00	134.45	0	Spot (Block27, Row1, Column2)	38846.00	38237.00	23657100.00	156.50	149.00	33.20	0.02	0.21	130.00	144.45	130.00	115.20	0.05	0.80	0.00	0.00	0.00	19.00	26.50	76217.00	0.10	156.80	144.50	2044.53	1442.74	0.00	0.00	0.00	38865.00	38263.51	11.00	0.94	0.88
27	3	1	14443.00	29914.00	136.70	0	Spot (Block27, Row1, Column3)	54885.00	54133.45	32521532.00	156.97	142.50	39.66	0.04	0.25	127.00	132.72	127.00	24.26	0.02	0.18	47.00	40.00	0.00	15.50	29.97	78798.00	1.00	155.33	142.00	3540.97	1806.37	0.00	0.00	0.00	54900.50	54163.42	11.79	0.36	0.13
27	4	1	14741.00	29911.00	133.35	0	Spot (Block27, Row1, Column4)	54809.00	50990.02	29500452.00	145.51	140.50	23.96	0.02	0.16	125.00	140.23	125.00	61.86	0.05	0.44	8.00	0.00	0.00	15.50	20.51	69552.00	0.09	147.64	142.00	3536.06	2486.56	0.00	0.00	0.00	54824.50	51010.53	11.79	0.62	0.38
27	5	1	15040.00	29912.00	141.35	0	Spot (Block27, Row1, Column5)	54684.00	54684.00	35454720.00	229.58	159.00	147.08	0.16	0.64	124.00	144.87	124.00	76.65	0.07	0.53	35.00	27.00	0.00	35.00	105.58	124201.00	1.11	193.56	131.00	1562.40	517.96	96.11	93.86	0.02	54719.00	54789.58	10.61	1.00	1.00
27	6	1	15324.00	29911.00	138.95	0	Spot (Block27, Row1, Column6)	51069.00	44848.16	29243236.00	205.11	159.00	107.84	0.11	0.53	126.00	140.82	126.00	58.85	0.05	0.42	39.00	26.00	0.00	33.00	79.11	107070.00	1.09	180.23	142.00	1547.55	566.87	0.00	0.00	0.00	51102.00	44927.28	10.60	0.68	0.46
27	7	1	15619.00	29917.00	140.40	0	Spot (Block27, Row1, Column7)	54227.50	48824.62	31990520.00	160.39	128.00	67.39	0.10	0.42	128.00	185.26	128.00	461.38	0.16	2.49	0.00	0.00	0.00	0.00	32.39	85328.00	-0.05	174.83	130.50	100000.00	1507.35	0.00	0.00	0.00	54227.50	48857.01	100000.00	0.45	0.20
27	8	1	15942.00	29903.00	151.30	0	Spot (Block27, Row1, Column8)	54423.00	54414.12	41150772.00	1123.19	176.00	1742.91	0.80	1.55	132.00	195.73	132.00	511.80	0.17	2.61	27.00	25.00	0.00	44.00	991.19	705361.00	1.81	1104.90	150.00	1236.89	54.90	15.97	20.57	0.23	54467.00	55405.30	10.27	0.03	0.00
27	1	2	13831.00	30215.00	242.80	0	Spot (Block27, Row2, Column1)	7564.00	8008.99	31091290.00	135.85	133.00	15.67	0.01	0.12	129.00	142.39	129.00	51.48	0.04	0.36	0.00	0.00	0.00	4.00	6.85	231901.00	-0.13	136.39	134.00	1891.00	1168.69	0.00	0.00	0.00	7568.00	8015.85	10.88	0.99	0.99
27	2	2	14139.00	30213.00	153.20	0	Spot (Block27, Row2, Column2)	55103.00	54249.46	41655236.00	163.91	147.00	39.29	0.05	0.24	127.00	133.79	127.00	27.18	0.02	0.20	45.00	34.00	0.00	20.00	36.91	105558.00	1.11	157.68	136.50	2755.15	1469.78	0.00	0.00	0.00	55123.00	54286.37	11.43	0.29	0.08
27	3	2	14432.00	30208.00	135.30	0	Spot (Block27, Row2, Column3)	54806.50	53567.06	31505048.00	143.30	141.00	15.57	0.01	0.11	127.00	137.99	127.00	99.49	0.04	0.72	0.00	0.00	0.00	14.00	16.30	70219.00	0.05	132.20	130.50	3914.75	3285.50	0.00	0.00	0.00	54820.50	53583.37	11.93	0.59	0.34
27	4	2	14735.00	30210.00	144.00	0	Spot (Block27, Row2, Column4)	50355.50	44917.95	31329732.00	160.95	156.00	38.64	0.01	0.24	124.00	135.51	124.00	40.36	0.04	0.30	45.00	9.00	0.00	32.00	36.95	90616.00	0.63	162.79	151.00	1573.61	1215.57	0.00	0.00	0.00	50387.50	44954.90	10.62	0.87	0.76
27	5	2	15040.00	30209.00	162.45	0	Spot (Block27, Row2, Column5)	10882.00	11465.26	16483302.00	160.11	165.00	31.03	0.01	0.19	125.00	137.16	125.00	64.54	0.04	0.47	21.00	0.00	0.00	40.00	35.11	117678.00	0.36	143.05	139.00	272.05	326.59	0.00	0.00	0.00	10922.00	11500.37	8.09	0.89	0.80
27	6	2	15340.00	30212.00	142.20	0	Spot (Block27, Row2, Column6)	54047.00	53794.42	36166756.00	151.46	144.50	36.47	0.02	0.24	128.00	143.40	128.00	49.63	0.05	0.35	25.00	4.00	0.00	16.50	23.46	83909.00	0.16	147.30	144.50	3275.58	2293.00	0.00	0.00	0.00	54063.50	53817.88	11.68	0.19	0.04
27	7	2	15638.00	30211.00	139.70	0	Spot (Block27, Row2, Column7)	53991.50	52247.94	33809720.00	157.15	153.00	27.94	0.01	0.18	129.00	137.29	129.00	35.81	0.03	0.26	47.00	0.00	0.00	24.00	28.15	83290.00	0.55	151.50	141.00	2249.65	1855.99	0.00	0.00	0.00	54015.50	52276.09	11.14	0.54	0.29
27	8	2	15933.00	30212.00	249.55	0	Spot (Block27, Row2, Column8)	25438.50	27930.62	70803560.00	131.19	129.00	19.35	0.01	0.15	131.00	134.16	131.00	20.97	0.01	0.16	19.00	0.00	0.00	-2.00	0.19	236929.00	-0.14	130.87	131.00	-12719.25	147060.44	0.00	0.00	0.00	25436.50	27930.81	100000.00	0.90	0.81
27	1	3	13836.00	30514.00	150.55	0	Spot (Block27, Row3, Column1)	55164.00	55024.16	40676156.00	204.49	140.00	120.28	0.16	0.59	128.00	145.44	128.00	59.34	0.06	0.41	33.00	24.00	0.00	12.00	76.49	127190.00	1.00	183.31	136.00	4597.00	719.41	0.00	0.00	0.00	55176.00	55100.65	12.17	0.08	0.01
27	2	3	14140.00	30513.00	134.25	0	Spot (Block27, Row3, Column2)	55017.00	49808.86	29319044.00	135.64	133.00	20.52	0.01	0.15	129.00	142.60	129.00	109.10	0.04	0.77	0.00	0.00	0.00	4.00	6.64	65921.00	-0.06	132.17	126.00	13754.25	7501.42	0.00	0.00	0.00	55021.00	49815.50	13.75	0.71	0.50
27	3	3	14417.00	30513.00	145.65	0	Spot (Block27, Row3, Column3)	13631.00	13998.42	14186099.00	155.78	155.00	33.86	0.00	0.22	130.00	164.94	130.00	160.85	0.10	0.98	0.00	0.00	0.00	25.00	25.78	90042.00	-0.06	162.57	131.50	545.24	542.95	0.00	0.00	0.00	13656.00	14024.21	9.09	0.96	0.93
27	4	3	14737.00	30511.00	138.80	0	Spot (Block27, Row3, Column4)	54950.00	51808.46	32632020.00	178.72	132.00	84.33	0.13	0.47	129.00	138.88	129.00	54.02	0.03	0.39	37.00	19.00	0.00	3.00	49.72	93468.00	0.74	168.07	163.00	18316.67	1042.11	0.00	0.00	0.00	54953.00	51858.18	14.16	0.45	0.21
27	5	3	15045.00	30513.00	131.55	0	Spot (Block27, Row3, Column5)	54610.00	53216.86	29697876.00	147.95	139.00	24.52	0.03	0.17	129.00	145.18	129.00	73.05	0.05	0.50	0.00	0.00	0.00	10.00	18.95	68500.00	0.04	145.66	137.00	5461.00	2808.55	0.00	0.00	0.00	54620.00	53235.81	12.41	0.45	0.20
27	6	3	15340.00	30511.00	144.40	0	Spot (Block27, Row3, Column6)	34944.00	36153.86	27239012.00	218.04	197.00	96.45	0.04	0.44	131.00	152.32	131.00	56.13	0.07	0.37	53.00	40.00	0.00	66.00	87.04	124503.00	1.17	198.71	156.00	529.45	415.35	0.00	0.00	0.00	35010.00	36240.90	9.05	0.98	0.96
27	7	3	15637.00	30519.00	137.70	0	Spot (Block27, Row3, Column7)	53905.00	47978.50	30638980.00	192.28	175.00	78.00	0.04	0.41	128.00	142.19	128.00	45.75	0.05	0.32	50.00	30.00	0.00	47.00	64.28	98833.00	1.09	159.77	133.00	1146.91	746.37	97.83	97.83	0.00	53952.00	48042.78	10.16	0.65	0.43
